pnu;name;data_type
3067;P0.56801.0.0_dcVoltageLimitLowActive;REAL
3068;P0.56802.0.0_chopperThresholdActive;REAL
3070;P0.56804.0.0_stuckRelayOptions;USINT
3071;P0.60012.0.0_thresholdSelection;LINT
3072;P0.60013.0.0_bitMask;ULINT
3073;P0.71500.0.0_userAcceleration;REAL
3074;P0.71500.1.0_userAcceleration;REAL
3075;P0.71501.0.0_userAccelerationFiltered;REAL
3076;P0.71501.1.0_userAccelerationFiltered;REAL
3077;P0.71502.0.0_timeConstantAccelerationFilter;REAL
3078;P0.71502.1.0_timeConstantAccelerationFilter;REAL
3082;P0.100501.0.0_actCounter;UDINT
3083;P0.100502.0.0_actOffset;UDINT
3084;P0.100503.0.0_actFileSize;UDINT
3086;P0.100505.0.0_invalidFileWarnOptions;USINT
3088;P0.100509.0.0_lostMessagesWarnOptions;USINT
3089;P0.100510.0.0_actQueueCount;UDINT
3106;P0.100704.0.0_NoValidJSONFileErrorOptions;USINT
3110;P0.100708.0.0_JSONScreenSizeTooBigErrorOptions;USINT
3112;P0.100710.0.0_SPICommunicationTooSlowErrorOptions;USINT
3113;P0.100711.0.0_cdsbIdleTimeout;REAL
3114;P0.101400.0.0_voltageSetpoint;REAL
3115;P0.101400.1.0_voltageSetpoint;REAL
3116;P0.101401.0.0_voltageAtController;REAL
3117;P0.101401.1.0_voltageAtController;REAL
3118;P0.101402.0.0_voltageAtEncoder;REAL
3119;P0.101402.1.0_voltageAtEncoder;REAL
3120;P0.101403.0.0_measureAtEncoder;BOOL
3121;P0.101403.1.0_measureAtEncoder;BOOL
3122;P0.101404.0.0_statusAtController;DINT
3123;P0.101404.1.0_statusAtController;DINT
3124;P0.101405.0.0_statusAtEncoder;DINT
3125;P0.101405.1.0_statusAtEncoder;DINT
3126;P0.101406.0.0_monitoringWindow;REAL
3127;P0.101406.1.0_monitoringWindow;REAL
3128;P0.101407.0.0_enabled;BOOL
3129;P0.101407.1.0_enabled;BOOL
3134;P0.101410.0.0_controllerMonitoringReference;REAL
3135;P0.101410.1.0_controllerMonitoringReference;REAL
3140;P0.103100.0.0_axisIdSelection;UINT
3141;P0.103101.0.0_diagnosisIdSelection;UDINT
3142;P0.103102.0.0_diagnosisInstanceSelection;UINT
3143;P0.103103.0.0_axisIdActive;UINT
3144;P0.103104.0.0_diagnosisIdActive;UDINT
3145;P0.103105.0.0_diagnosisInstanceActive;UINT
3146;P0.103106.0.0_diagnosisTriggerSelection;UDINT
3147;P0.103107.0.0_diagnosisTriggerActive;UDINT
3158;P0.103401.0.0_acknowledgeCounter;UDINT
3159;P0.103401.1.0_acknowledgeCounter;UDINT
3160;P0.103800.0.0_nativeSingleturnPosition;UDINT
3161;P0.103801.0.0_multiturnPosition;DINT
3162;P0.103802.0.0_position;LINT
3163;P0.103803.0.0_singleturnResolution;UDINT
3164;P0.103804.0.0_multiturnResolution;UDINT
3165;P0.103805.0.0_multiturnSupport;BOOL
3166;P0.103806.0.0_supplyVoltage;REAL
3167;P0.103807.0.0_supplyVoltageMonitoringWindow;REAL
3172;P0.103812.0.0_crcErrorCounter;UDINT
3173;P0.103815.0.0_temperature;REAL
3176;P0.103818.0.0_encoderHasVoltageMeasurement;BOOL
3183;P0.103825.0.0_conformanceError;BOOL
3184;P0.103826.0.0_singleturnError;BOOL
3185;P0.103827.0.0_overSpeedError;BOOL
3186;P0.103828.0.0_batteryError;BOOL
3187;P0.103829.0.0_multiturnError;BOOL
3188;P0.103830.0.0_memoryError;BOOL
3189;P0.103831.0.0_overTempError;BOOL
3242;P0.112901.0.0_driveReset;UINT
3243;P0.112902.0.0_setDefaultValues;UINT
3244;P0.112903.0.0_saveParameterSet;UINT
3248;P0.125913.0.0_ErrorBits;UINT
3249;P0.125915.0.0_EncoderSupplyVoltageMonitoringWindow;REAL
3250;P0.125916.0.0_CrcErrorCounter;UDINT
3251;P0.125917.0.0_Errors;UINT
3253;P0.125919.0.0_deviceTyp;UINT
3254;P0.125920.0.0_linearResolution;UDINT
3255;P0.281520.0.0_debugScalingFactor;REAL
3283;P0.560804.0.0_openRelayOptions;USINT
3284;P0.1130121.0.0_bootloaderVersionMajor;UDINT
3285;P0.1130122.0.0_bootloaderVersionMinor;UDINT
3286;P0.1130123.0.0_bootloaderVersionPatch;UDINT
3287;P0.1130124.0.0_bootloaderVersionBuild;UDINT
3288;P0.1130125.0.0_bootloaderVersionString;STRING(32)
3291;P0.1174200.0.0_activateDataTriggerFunction;BOOL
3292;P0.1174201.0.0_dataTriggerAxis;UINT
3293;P0.1174202.0.0_dataTriggerDataId;UDINT
3294;P0.1174203.0.0_dataTriggerInstance;UINT
3295;P0.1174204.0.0_dataTriggerArray;UINT
3296;P0.1174205.0.0_dataTriggerThresholdValue;LINT
3297;P0.1174206.0.0_dataTriggerHysteresis;LINT
3298;P0.1174207.0.0_dataTriggerSettlingTime;REAL
3299;P0.1174210.0.0_dataTriggerStateActive;BOOL
3300;P0.1174211.0.0_dataTriggerAxisActive;UINT
3301;P0.1174212.0.0_dataTriggerDataIdActive;UDINT
3302;P0.1174213.0.0_dataTriggerInstanceActive;UINT
3303;P0.1174214.0.0_dataTriggerArrayActive;UINT
3304;P0.1174215.0.0_dataTriggerThresholdValueActive;LINT
3305;P0.1174216.0.0_dataTriggerHysteresisActive;LINT
3306;P0.1174217.0.0_dataTriggerSettlingTimeActive;REAL
3307;P0.1174220.0.0_dataTriggerStateTriggered;BOOL
3312;P0.11280019.0.0_reInitLastDataId;UDINT
3313;P0.11280052.0.0_companyUrl;STRING(20)
3314;P0.11280201.0.0_telegramSelection;UINT
3316;P0.11280203.0.0_unsupportedTelegramSelectionOption;USINT
3317;P0.11280801.0.0_maxParameterCount;UINT
3318;P0.11280802.0.0_multiParameterSupport;BOOL
3320;P0.11295001.0.0_nameOfStation;STRING(241)
3321;P0.11295002.0.0_im1Function;STRING(33)
3322;P0.11295003.0.0_im1Location;STRING(23)
3323;P0.11295004.0.0_im2Date;STRING(17)
3324;P0.11295005.0.0_im3Descriptor;STRING(55)
3326;P0.72.0.0_productVersion;STRING(10)
3327;P0.3601.0.0_SingleturnResolution;UDINT
3328;P0.3602.0.0_MultiturnResolution;UDINT
3329;P0.3603.0.0_NativeSingleturnPosition;UDINT
3330;P0.3604.0.0_NativeMultiturnPosition;UDINT
3338;P0.3612.0.0_BaudRate;UDINT
3339;P0.3613.0.0_CorrectionTableActive;BOOL
3343;P0.3618.0.0_parseEncoderEeprom;BOOL
3352;P0.10181.0.0_voltageStart;REAL
3353;P0.10182.0.0_switchActive;BOOL
3354;P0.10183.0.0_switchEnable;BOOL
3355;P0.10184.0.0_automaticVoltageDetection;BOOL
3356;P0.10185.0.0_voltageStartManual;REAL
3357;P0.10186.0.0_percentageAutomaticVoltageStart;REAL
3364;P0.11201.0.0_config_X1A_07;UDINT
3365;P0.11202.0.0_config_X1A_08;UDINT
3366;P0.11203.0.0_config_X1A_09;UDINT
3367;P0.11204.0.0_config_X1A_10;UDINT
3368;P0.11205.0.0_config_X1C_02;UDINT
3371;P0.11280051.0.0_enableWebserver;BOOL
3373;P0.5781.0.0_parameterSetFromOlderFwVersionOptions;USINT
3375;P0.5783.0.0_parameterSetFromNewerFwVersionOptions;USINT
3376;P0.315.0.0_currentMostSevereError;UDINT
3377;P0.315.1.0_currentMostSevereError;UDINT
3378;P0.10045.0.0_invertZPulseSignal;BOOL
3379;P0.10045.1.0_invertZPulseSignal;BOOL
3380;P0.10045.2.0_invertZPulseSignal;BOOL
3381;P0.10047.0.0_zPulseWindow;UINT
3382;P0.10047.1.0_zPulseWindow;UINT
3383;P0.10047.2.0_zPulseWindow;UINT
3384;P0.10060.0.0_invalidPulseCountLog;USINT
3385;P0.10060.1.0_invalidPulseCountLog;USINT
3386;P0.10060.2.0_invalidPulseCountLog;USINT
3387;P0.10061.0.0_invalidPulseCountReaction;UINT
3388;P0.10061.1.0_invalidPulseCountReaction;UINT
3389;P0.10061.2.0_invalidPulseCountReaction;UINT
3396;P0.34013.0.0_memoryValue;LINT
3397;P0.54545.0.0_missingSyncCommunicationprocessor;UINT
3398;P0.54546.0.0_missingSyncCommunicationprocessorOption;USINT
3399;P0.1174230.0.0_invalidSelectionDataTriggerSignalFunctionErrLvl;UINT
3400;P0.1174231.0.0_invalidSelectionDataTriggerSignalFunctionErrOptions;USINT
3401;P0.11280204.0.0_telegramSelectionExtension1;UINT
3402;P0.11280210.0.0_modularTelegramConfig;UINT
3403;P0.11310.0.0_userControlOutputs;UINT
3404;P0.7171.0.0_numberPolePairsDenom;UDINT
3405;P0.7171.1.0_numberPolePairsDenom;UDINT
3423;P0.3219.2.0_ZeroAngleOffsetUserConfiguration;LINT
3424;P0.3220.2.0_ZeroAngleOffset;LINT
3425;P0.3221.2.0_ZeroOffsetEEPROM;LINT
3426;P0.3223.2.0_ZeroOffsetUserConfiguration;LINT
3427;P0.3224.2.0_ZeroOffset;LINT
3428;P0.3225.2.0_IsReferencedEEPROM;BOOL
3429;P0.3226.2.0_IsReferencedUserConfiguration;BOOL
3430;P0.3227.2.0_IsReferenced;BOOL
3431;P0.3228.2.0_IsZeroAngleOffsetDeterminedEEPROM;BOOL
3432;P0.3229.2.0_IsZeroAngleOffsetDeterminedUserConfiguration;BOOL
3433;P0.3230.2.0_IsZeroAngleOffsetDeterminedOffset;BOOL
3436;P0.3234.2.0_ElectricalFrequencyFiltered;REAL
3438;P0.3236.2.0_compatibleDriveChangeIsPermitted;BOOL
3439;P0.3237.2.0_encoderIsAlwaysReferenced;BOOL
3440;P0.3238.2.0_expectedFestoPartNumber;UDINT
3441;P0.3239.2.0_expectedSerialNumber;STRING(13)
3442;P0.3240.2.0_expectedProductKey;STRING(15)
3452;P0.3250.2.0_autoDetect;BOOL
3453;P0.3251.2.0_gearboxFactorsIndex;USINT
3454;P0.11600.2.0_EncoderPosition;LINT
3455;P0.11601.2.0_UserPosition;LINT
3456;P0.11602.2.0_UserVelocity;REAL
3457;P0.11603.2.0_UserVelocityFiltered;REAL
3458;P0.11604.2.0_ElectricalAngle;UDINT
3459;P0.11605.2.0_ElectricalFrequency;REAL
3462;P0.11608.2.0_ZeroAngleOffsetEEPROM;LINT
3469;P0.11615.2.0_MechanicalPosition;LINT
3470;P0.11616.2.0_SelectedEncoder;UDINT
3471;P0.11617.2.0_ActiveEncoder;UDINT
3472;P0.11618.2.0_TimeConstantVelocityFilter;REAL
3480;P0.11626.2.0_useZeroAngleOffsetOldTypeLabel;BOOL
3481;P0.71500.2.0_userAcceleration;REAL
3482;P0.71501.2.0_userAccelerationFiltered;REAL
3483;P0.71502.2.0_timeConstantAccelerationFilter;REAL
3487;P0.303101.0.0_maxParameterCount;UINT
3488;P0.303102.0.0_multiParameterSupport;BOOL
3489;P0.303302.0.0_actState;DINT
3490;P0.3030101.0.0_telegramSelection;UINT
3491;P0.3030104.0.0_enableExtendedProcessData;BOOL
3492;P0.179.0.0_InvalidResolutionConfiguration_LogSettings;USINT
3493;P0.179.1.0_InvalidResolutionConfiguration_LogSettings;USINT
3494;P0.179.2.0_InvalidResolutionConfiguration_LogSettings;USINT
3495;P0.181.0.0_InvalidResolutionConfiguration_DiagnosisLevels;UINT
3496;P0.181.1.0_InvalidResolutionConfiguration_DiagnosisLevels;UINT
3497;P0.181.2.0_InvalidResolutionConfiguration_DiagnosisLevels;UINT
3498;P0.100000.0.0_linearEncoderDetected;BOOL
3499;P0.100001.0.0_exponentNumberOfPeriods;USINT
3500;P0.203.0.0_storageThresholdReached_LogSettings;USINT
3501;P0.205.0.0_storageThresholdReached_DiagnosisLevels;UINT
3502;P0.100025.0.0_enableStorageManagement;BOOL
3503;P0.100026.0.0_storageLevel;UDINT
3504;P0.100027.0.0_storageThreshold;UDINT
3505;P0.666.0.0_storageLevel_EEPROM;UDINT
3506;P0.31236.0.0_outputTimeIO;REAL
3507;P0.31237.0.0_inputTimeIO;REAL
3508;P0.31238.0.0_profinetCACF;UINT
3509;P0.100556.0.0_enableMultiTurn;BOOL
3510;P0.100556.1.0_enableMultiTurn;BOOL
3511;P0.100556.2.0_enableMultiTurn;BOOL
3512;P0.3625.0.0_SerialNumberBiss;UDINT
3513;P0.3626.0.0_ManufacturerIdBiss;UINT
3514;P0.3627.0.0_DeviceIdBiss;ULINT
3515;P0.101125.0.0_OverflowGearPositionDifference_LogSettings;USINT
3516;P0.101125.1.0_OverflowGearPositionDifference_LogSettings;USINT
3517;P0.101125.2.0_OverflowGearPositionDifference_LogSettings;USINT
3518;P0.101127.0.0_OverflowGearPositionDifference_DiagnosisLevels;UINT
3519;P0.101127.1.0_OverflowGearPositionDifference_DiagnosisLevels;UINT
3520;P0.101127.2.0_OverflowGearPositionDifference_DiagnosisLevels;UINT
3522;P0.141.0.0_unsupportedTelegramSelectionMp_LogSettings;USINT
3523;P0.144.0.0_unsupportedTelegramSelectionMp_DiagnosisLevels;UINT
3532;P0.701.0.0_nocCodeSystem;STRING(50)
3533;P0.720.0.0_esmState;UDINT
3534;P0.750.0.0_sdo1C00_syncManagerCommunicationType;USINT
3535;P0.751.0.0_sdo1C10_syncManager0PdoAssignment;USINT
3536;P0.752.0.0_sdo1C11_syncManager1PdoAssignment;USINT
3542;P0.758.0.0_processDataMissingLevel;UINT
3543;P0.759.0.0_processDataMissingOptions;USINT
3544;P0.760.0.0_pdoNumberOfObjects;USINT
3545;P0.761.0.0_pdoMappedObjects;UDINT
3546;P0.770.0.0_sdo1C1x00_syncManagerNumberOfAssignedPdos;USINT
3547;P0.770.1.0_sdo1C1x00_syncManagerNumberOfAssignedPdos;USINT
3548;P0.771.0.0_sdo1C1x01_syncManagerPdoMapping;UINT
3549;P0.771.1.0_sdo1C1x01_syncManagerPdoMapping;UINT
3550;P0.880.0.0_pdoNumberOfObjects;USINT
3551;P0.880.1.0_pdoNumberOfObjects;USINT
3552;P0.880.2.0_pdoNumberOfObjects;USINT
3553;P0.881.0.0_pdoMappedObjects;UDINT
3554;P0.881.1.0_pdoMappedObjects;UDINT
3555;P0.881.2.0_pdoMappedObjects;UDINT
3556;P0.1050.0.0_syncMode;UINT
3557;P0.1051.0.0_syncCycleTime;REAL
3559;P0.1053.0.0_syncModeSupported;UINT
3560;P0.1054.0.0_syncMinimumCycleTime;REAL
3561;P0.1055.0.0_syncCalcAndCopyTime;REAL
3562;P0.1056.0.0_syncGetCycleTime;UINT
3563;P0.1057.0.0_syncDelayTime;REAL
3564;P0.1058.0.0_syncSync0CycleTime;REAL
3565;P0.1059.0.0_syncSMEventMissed;UINT
3566;P0.1060.0.0_syncCycleTimeTooSmall;UINT
3567;P0.1061.0.0_syncSyncError;BOOL
3568;P0.1062.0.0_syncCalcAndCopyTime_1C33;REAL
3569;P0.1063.0.0_syncDelayTime_1C33;REAL
3570;P0.1770.0.0_processDataTooLateCount;UDINT
3572;P0.7600.0.0_explicitDeviceId;UINT
3573;P0.7601.0.0_sdo1000_DeviceType;UDINT
3574;P0.7602.0.0_sdo1001_ErrorRegister;USINT
3575;P0.7603.0.0_sdo1008_DeviceName;STRING(32)
3576;P0.7604.0.0_sdo1009_HardwareVersion;STRING(6)
3577;P0.7605.0.0_sdo100A_SoftwareVersion;STRING(32)
3579;P0.7607.0.0_sdo1018_VendorId;UDINT
3580;P0.7608.0.0_sdo1018_ProductCode;UDINT
3581;P0.7609.0.0_sdo1018_Revision;UDINT
3582;P0.9595.0.0_firmwareGITHash;STRING(20)
3586;P0.14231.0.0_operatingHoursCounterUint;UDINT
3587;P0.16000.0.0_expectedItacPowerstage;STRING(15)
3588;P0.16001.0.0_expectedItacSafety;STRING(15)
3589;P0.36029.0.0_autoProtocolDetection;BOOL
3590;P0.36030.0.0_activeSingleTurnResolution;UDINT
3591;P0.36031.0.0_activeMultiTurnResolution;UDINT
3592;P0.36032.0.0_bissTimeoutValue;REAL
3596;P0.43543.0.0_sdo10F1_LocalErrorReaction;UDINT
3597;P0.43544.0.0_sdo10F1_SyncErrorCounterLimit;UINT
3598;P0.43545.0.0_sdo10F3_MaximumMessages;USINT
3599;P0.43546.0.0_sdo10F3_NewestMessage;USINT
3600;P0.43547.0.0_sdo10F3_NewestAckMessage;USINT
3601;P0.43548.0.0_sdo10F3_NewMessageAvailable;BOOL
3602;P0.43549.0.0_sdo10F3_Flags;UINT
3603;P0.43550.0.0_sdo10F8_TimestampObject;ULINT
3604;P0.43551.0.0_sdo10F3_DiagArray0;USINT
3605;P0.43552.0.0_sdo10F3_DiagArray1;USINT
3606;P0.43553.0.0_sdo10F3_DiagArray2;USINT
3607;P0.43554.0.0_sdo10F3_DiagArray3;USINT
3608;P0.43555.0.0_sdo10F3_DiagArray4;USINT
3609;P0.43556.0.0_sdo10F3_DiagArray5;USINT
3610;P0.43557.0.0_sdo10F3_DiagArray6;USINT
3611;P0.43558.0.0_sdo10F3_DiagArray7;USINT
3612;P0.43559.0.0_sdo10F3_DiagArray8;USINT
3613;P0.43560.0.0_sdo10F3_DiagArray9;USINT
3614;P0.43561.0.0_sdo10F3_DiagArray10;USINT
3615;P0.43562.0.0_sdo10F3_DiagArray11;USINT
3616;P0.43563.0.0_sdo10F3_DiagArray12;USINT
3617;P0.43564.0.0_sdo10F3_DiagArray13;USINT
3618;P0.43565.0.0_sdo10F3_DiagArray14;USINT
3619;P0.43566.0.0_sdo10F3_DiagArray15;USINT
3620;P0.43567.0.0_sdo10F3_DiagArray16;USINT
3621;P0.43568.0.0_sdo10F3_DiagArray17;USINT
3622;P0.43569.0.0_sdo10F3_DiagArray18;USINT
3623;P0.43570.0.0_sdo10F3_DiagArray19;USINT
3624;P0.44550.0.0_foeState;UDINT
3625;P0.44551.0.0_foeFileType;UINT
3626;P0.44552.0.0_foeCounter;UDINT
3627;P0.100023.0.0_numberOfUpdateJobs;INT
3628;P0.100024.0.0_activeUpdateJob;INT
3629;P0.100028.0.0_numberOfBytesToFlash;DINT
3630;P0.100029.0.0_numberOfBytesFlashed;DINT
3643;P0.100046.0.0_exclusiveProfileID;UDINT
3644;P0.100047.0.0_exclusiveConnectionID;UDINT
3645;P0.100048.0.0_state;USINT
3646;P0.100072.0.0_exclusiveOperationPriorityID;UDINT
3647;P0.100159.0.0_rteConfigSelection;UDINT
3648;P0.100179.0.0_rteConfigActive;UDINT
3649;P0.100181.0.0_rteConfigNext;UDINT
3650;P0.100185.0.0_rteInputsCaptured;UDINT
3651;P0.100189.0.0_rteInputsSampled;UDINT
3654;P0.100257.0.0_OsStatus;UDINT
3655;P0.100265.0.0_RegDFSR;UDINT
3656;P0.100273.0.0_RegIFSR;UDINT
3657;P0.100680.0.0_apploaderVersionMajor;UDINT
3658;P0.100681.0.0_apploaderVersionMinor;UDINT
3659;P0.100682.0.0_apploaderVersionPatch;UDINT
3660;P0.100683.0.0_apploaderVersionBuild;UDINT
3661;P0.100684.0.0_apploaderVersionString;STRING(32)
3662;P0.100685.0.0_apploaderTimestamp;STRING(48)
3663;P0.100686.0.0_fieldbusStackVersionMajor;UINT
3664;P0.100689.0.0_apploaderBuildUser;STRING(32)
3665;P0.100690.0.0_fieldbusStackVersionMinor;UINT
3666;P0.100691.0.0_fieldbusStackVersionBuild;UINT
3667;P0.100692.0.0_fieldbusStackVersionRevision;UINT
3668;P0.100693.0.0_fieldbusStackVersionString;STRING(63)
3671;P0.100807.0.0_parameterSetStored_LogSettings;USINT
3672;P0.100811.0.0_parameterSetStored_DiagnosisLevels;UINT
3673;P0.100821.0.0_ProfinetDiagActivation;SINT
3676;P0.101133.0.0_RegDFAR;UDINT
3677;P0.101134.0.0_RegIFAR;UDINT
3678;P0.101135.0.0_RegVBAR;UDINT
3679;P0.101137.0.0_RegISR;UDINT
3680;P0.101139.0.0_ActiveTaskId;UDINT
3681;P0.101140.0.0_ActiveTaskStackFillLevel;UDINT
3682;P0.101141.0.0_ActiveTaskStackSize;UDINT
3683;P0.101142.0.0_CurrentTaskId;UDINT
3684;P0.101144.0.0_CurrentTaskStackFillLevel;UDINT
3685;P0.101145.0.0_CurrentTaskStackSize;UDINT
3686;P0.101146.0.0_HeapUsed;UDINT
3687;P0.101147.0.0_HeapSize;UDINT
3688;P0.101291.0.0_incompatibleDeviceConfigPLC_LogSettings;USINT
3689;P0.101296.0.0_incompatibleDeviceConfigPLC_DiagnosisLevels;UINT
3768;P0.100011.0.0_lastReceivedFrameNumber_LA;UINT
3769;P0.100011.1.0_lastReceivedFrameNumber_LA;UINT
3770;P0.100014.0.0_numberOfCrcErrors_LA;UDINT
3771;P0.100014.1.0_numberOfCrcErrors_LA;UDINT
3772;P0.100015.0.0_numberOfHeaderErrors_LA;UDINT
3773;P0.100015.1.0_numberOfHeaderErrors_LA;UDINT
3774;P0.100016.0.0_numberOfFrameSequenceErrors_LA;UDINT
3775;P0.100016.1.0_numberOfFrameSequenceErrors_LA;UDINT
3776;P0.100017.0.0_lastReceivedFrameNumber_LB;UINT
3777;P0.100017.1.0_lastReceivedFrameNumber_LB;UINT
3778;P0.100018.0.0_numberOfCrcErrors_LB;UDINT
3779;P0.100018.1.0_numberOfCrcErrors_LB;UDINT
3780;P0.100019.0.0_numberOfHeaderErrors_LB;UDINT
3781;P0.100019.1.0_numberOfHeaderErrors_LB;UDINT
3782;P0.100020.0.0_numberOfFrameSequenceErrors_LB;UDINT
3783;P0.100020.1.0_numberOfFrameSequenceErrors_LB;UDINT
3784;P0.100049.0.0_Crc2_LA;USINT
3785;P0.100053.0.0_actualVoltageLa;REAL
3786;P0.100053.1.0_actualVoltageLa;REAL
3787;P0.100053.2.0_actualVoltageLa;REAL
3788;P0.100053.3.0_actualVoltageLa;REAL
3789;P0.100065.0.0_actualVoltageLb;REAL
3790;P0.100065.1.0_actualVoltageLb;REAL
3791;P0.100065.2.0_actualVoltageLb;REAL
3792;P0.100065.3.0_actualVoltageLb;REAL
3793;P0.100066.0.0_ERR_STATE_LB;UINT
3794;P0.100067.0.0_testPulseFilterTime;REAL
3795;P0.100067.1.0_testPulseFilterTime;REAL
3796;P0.100067.2.0_testPulseFilterTime;REAL
3797;P0.100067.3.0_testPulseFilterTime;REAL
3798;P0.100067.4.0_testPulseFilterTime;REAL
3799;P0.100067.5.0_testPulseFilterTime;REAL
3800;P0.100067.6.0_testPulseFilterTime;REAL
3801;P0.100067.7.0_testPulseFilterTime;REAL
3802;P0.100067.8.0_testPulseFilterTime;REAL
3803;P0.100067.9.0_testPulseFilterTime;REAL
3804;P0.100067.10.0_testPulseFilterTime;REAL
3805;P0.100067.11.0_testPulseFilterTime;REAL
3806;P0.100068.0.0_ERR_SF_REQ_LA;UDINT
3807;P0.100069.0.0_ValueLA;BOOL
3808;P0.100069.1.0_ValueLA;BOOL
3809;P0.100069.2.0_ValueLA;BOOL
3810;P0.100069.3.0_ValueLA;BOOL
3811;P0.100069.4.0_ValueLA;BOOL
3812;P0.100069.5.0_ValueLA;BOOL
3813;P0.100069.6.0_ValueLA;BOOL
3814;P0.100069.7.0_ValueLA;BOOL
3815;P0.100069.8.0_ValueLA;BOOL
3816;P0.100069.9.0_ValueLA;BOOL
3817;P0.100069.10.0_ValueLA;BOOL
3818;P0.100069.11.0_ValueLA;BOOL
3819;P0.100070.0.0_ERR_SF_REQ_LB;UDINT
3820;P0.100071.0.0_QualifierLA;BOOL
3821;P0.100071.1.0_QualifierLA;BOOL
3822;P0.100071.2.0_QualifierLA;BOOL
3823;P0.100071.3.0_QualifierLA;BOOL
3824;P0.100071.4.0_QualifierLA;BOOL
3825;P0.100071.5.0_QualifierLA;BOOL
3826;P0.100071.6.0_QualifierLA;BOOL
3827;P0.100071.7.0_QualifierLA;BOOL
3828;P0.100071.8.0_QualifierLA;BOOL
3829;P0.100071.9.0_QualifierLA;BOOL
3830;P0.100071.10.0_QualifierLA;BOOL
3831;P0.100071.11.0_QualifierLA;BOOL
3832;P0.100073.0.0_FilteredValueLA;BOOL
3833;P0.100073.1.0_FilteredValueLA;BOOL
3834;P0.100073.2.0_FilteredValueLA;BOOL
3835;P0.100073.3.0_FilteredValueLA;BOOL
3836;P0.100073.4.0_FilteredValueLA;BOOL
3837;P0.100073.5.0_FilteredValueLA;BOOL
3838;P0.100073.6.0_FilteredValueLA;BOOL
3839;P0.100073.7.0_FilteredValueLA;BOOL
3840;P0.100073.8.0_FilteredValueLA;BOOL
3841;P0.100073.9.0_FilteredValueLA;BOOL
3842;P0.100073.10.0_FilteredValueLA;BOOL
3843;P0.100073.11.0_FilteredValueLA;BOOL
3844;P0.100075.0.0_FilteredValueLB;BOOL
3845;P0.100075.1.0_FilteredValueLB;BOOL
3846;P0.100075.2.0_FilteredValueLB;BOOL
3847;P0.100075.3.0_FilteredValueLB;BOOL
3848;P0.100075.4.0_FilteredValueLB;BOOL
3849;P0.100075.5.0_FilteredValueLB;BOOL
3850;P0.100075.6.0_FilteredValueLB;BOOL
3851;P0.100075.7.0_FilteredValueLB;BOOL
3852;P0.100075.8.0_FilteredValueLB;BOOL
3853;P0.100075.9.0_FilteredValueLB;BOOL
3854;P0.100075.10.0_FilteredValueLB;BOOL
3855;P0.100075.11.0_FilteredValueLB;BOOL
3856;P0.100077.0.0_inputValueLa;BOOL
3857;P0.100077.1.0_inputValueLa;BOOL
3858;P0.100077.2.0_inputValueLa;BOOL
3859;P0.100077.3.0_inputValueLa;BOOL
3860;P0.100077.4.0_inputValueLa;BOOL
3861;P0.100077.5.0_inputValueLa;BOOL
3862;P0.100078.0.0_inputQualifierLa;BOOL
3863;P0.100078.1.0_inputQualifierLa;BOOL
3864;P0.100078.2.0_inputQualifierLa;BOOL
3865;P0.100078.3.0_inputQualifierLa;BOOL
3866;P0.100078.4.0_inputQualifierLa;BOOL
3867;P0.100078.5.0_inputQualifierLa;BOOL
3868;P0.100079.0.0_discrepancyTime;REAL
3869;P0.100079.1.0_discrepancyTime;REAL
3870;P0.100079.2.0_discrepancyTime;REAL
3871;P0.100079.3.0_discrepancyTime;REAL
3872;P0.100079.4.0_discrepancyTime;REAL
3873;P0.100079.5.0_discrepancyTime;REAL
3874;P0.100080.0.0_ValueLB;BOOL
3875;P0.100080.1.0_ValueLB;BOOL
3876;P0.100080.2.0_ValueLB;BOOL
3877;P0.100080.3.0_ValueLB;BOOL
3878;P0.100080.4.0_ValueLB;BOOL
3879;P0.100080.5.0_ValueLB;BOOL
3880;P0.100080.6.0_ValueLB;BOOL
3881;P0.100080.7.0_ValueLB;BOOL
3882;P0.100080.8.0_ValueLB;BOOL
3883;P0.100080.9.0_ValueLB;BOOL
3884;P0.100080.10.0_ValueLB;BOOL
3885;P0.100080.11.0_ValueLB;BOOL
3886;P0.100081.0.0_QualifierLB;BOOL
3887;P0.100081.1.0_QualifierLB;BOOL
3888;P0.100081.2.0_QualifierLB;BOOL
3889;P0.100081.3.0_QualifierLB;BOOL
3890;P0.100081.4.0_QualifierLB;BOOL
3891;P0.100081.5.0_QualifierLB;BOOL
3892;P0.100081.6.0_QualifierLB;BOOL
3893;P0.100081.7.0_QualifierLB;BOOL
3894;P0.100081.8.0_QualifierLB;BOOL
3895;P0.100081.9.0_QualifierLB;BOOL
3896;P0.100081.10.0_QualifierLB;BOOL
3897;P0.100081.11.0_QualifierLB;BOOL
3898;P0.100083.0.0_LocalErrorReactionLA;UINT
3899;P0.100087.0.0_MaxQueueCountLA;UDINT
3900;P0.100088.0.0_LocalErrorReactionLB;UINT
3901;P0.100089.0.0_MaxQueueCountLB;UDINT
3902;P0.100090.0.0_ActQueueCountLA;UDINT
3903;P0.100092.0.0_ActQueueCountLB;UDINT
3906;P0.100104.0.0_overVoltageError_LogSettings;USINT
3907;P0.100104.1.0_overVoltageError_LogSettings;USINT
3908;P0.100104.2.0_overVoltageError_LogSettings;USINT
3909;P0.100104.3.0_overVoltageError_LogSettings;USINT
